(1, 0.029514312744140625, -484246.0, -14894.0)
(2, 0.05670595169067383, -454653.3333333333, -14894.0)
(3, 0.08578348159790039, -399671.9583333333, -14894.0)
(4, 0.11691665649414062, -343963.9583333333, -14894.0)
(5, 0.14896368980407715, -292513.9166666667, -14894.0)
(6, 0.1830894947052002, -236966.04166666666, -14894.0)
(7, 0.21754097938537598, -236966.04166666666, -14894.0)
(8, 0.25177669525146484, -236966.04166666666, -14894.0)
(9, 0.2859463691711426, -236966.04166666666, -14894.0)
(10, 0.32094717025756836, -180191.20833333334, -14894.0)
(11, 0.35630011558532715, -180020.58333333334, -14894.0)
(12, 0.3935112953186035, -127376.58333333333, -14894.0)
(13, 0.4324913024902344, -73158.08333333334, -14894.0)
(14, 0.4723696708679199, -28190.875, -14894.0)
(15, 0.5126605033874512, -28190.875, -14894.0)
(16, 0.5530941486358643, -25968.0, -25968.0)
(17, 0.5925796031951904, -25968.0, -25968.0)
