(1, 0.015041828155517578, -88682.0, -31791.0)
(2, 0.029258012771606445, -88682.0, -31791.0)
(3, 0.043331146240234375, -88682.0, -31791.0)
(4, 0.05742812156677246, -88682.0, -31791.0)
(5, 0.07161450386047363, -88682.0, -31791.0)
(6, 0.08589601516723633, -88682.0, -31791.0)
(7, 0.10097122192382812, -88682.0, -31791.0)
(8, 0.11567807197570801, -88682.0, -31791.0)
(9, 0.13051223754882812, -88682.0, -31791.0)
(10, 0.1446380615234375, -88682.0, -31791.0)
(11, 0.1585686206817627, -88682.0, -31791.0)
(12, 0.1727592945098877, -88682.0, -31791.0)
(13, 0.1864607334136963, -88682.0, -31791.0)
(14, 0.20029687881469727, -88682.0, -31791.0)
(15, 0.2146892547607422, -88682.0, -31791.0)
(16, 0.22928762435913086, -88682.0, -31791.0)
(17, 0.24347877502441406, -88682.0, -31791.0)
(18, 0.2581160068511963, -88682.0, -31791.0)
(19, 0.27261853218078613, -88682.0, -31791.0)
(20, 0.28702497482299805, -88682.0, -31791.0)
(21, 0.30177879333496094, -88682.0, -31791.0)
(22, 0.31670165061950684, -88682.0, -31791.0)
(23, 0.33144068717956543, -88682.0, -31791.0)
(24, 0.3459503650665283, -88682.0, -31791.0)
(25, 0.3605027198791504, -88682.0, -31791.0)
(26, 0.37465500831604004, -88682.0, -31791.0)
(27, 0.38890790939331055, -88682.0, -31791.0)
(28, 0.40337061882019043, -88682.0, -31791.0)
(29, 0.41772961616516113, -88682.0, -31791.0)
(30, 0.4321262836456299, -88682.0, -31791.0)
(31, 0.4466979503631592, -88682.0, -31791.0)
(32, 0.46096062660217285, -88682.0, -31791.0)
(33, 0.4761176109313965, -88682.0, -31791.0)
(34, 0.49100780487060547, -88682.0, -31791.0)
(35, 0.5058178901672363, -88682.0, -31791.0)
(36, 0.52008056640625, -88682.0, -31791.0)
(37, 0.5344171524047852, -88682.0, -31791.0)
(38, 0.5488331317901611, -88682.0, -31791.0)
(39, 0.5632772445678711, -88682.0, -31791.0)
(40, 0.5776975154876709, -88682.0, -31791.0)
(41, 0.5921604633331299, -88682.0, -31791.0)
(42, 0.6066670417785645, -88682.0, -31791.0)
(43, 0.6213347911834717, -88682.0, -31791.0)
(44, 0.6359686851501465, -88682.0, -31791.0)
(45, 0.6515636444091797, -88682.0, -31791.0)
(46, 0.6672072410583496, -88682.0, -31791.0)
(47, 0.6827549934387207, -88682.0, -31791.0)
(48, 0.699213981628418, -88682.0, -31791.0)
(49, 0.714853048324585, -88682.0, -31791.0)
(50, 0.7303645610809326, -88682.0, -31791.0)
(51, 0.7454192638397217, -88682.0, -31791.0)
(52, 0.7623920440673828, -88682.0, -31791.0)
(53, 0.7776529788970947, -88682.0, -31791.0)
(54, 0.7936890125274658, -88682.0, -31791.0)
(55, 0.809518575668335, -88682.0, -31791.0)
(56, 0.8253047466278076, -88682.0, -31791.0)
(57, 0.8410820960998535, -88682.0, -31791.0)
(58, 0.8577282428741455, -88682.0, -31791.0)
(59, 0.8739438056945801, -88682.0, -31791.0)
(60, 0.8907654285430908, -88682.0, -31791.0)
(61, 0.9072043895721436, -88682.0, -31791.0)
(62, 0.9225103855133057, -88682.0, -31791.0)
(63, 0.9377319812774658, -88682.0, -31791.0)
(64, 0.9530680179595947, -88682.0, -31791.0)
(65, 0.9717257022857666, -87822.87931034484, -31791.0)
(66, 0.9875776767730713, -87822.87931034484, -31791.0)
(67, 1.003688097000122, -87822.87931034484, -31791.0)
(68, 1.0204427242279053, -87822.87931034484, -31791.0)
(69, 1.0367963314056396, -87822.87931034484, -31791.0)
(70, 1.051377534866333, -87822.87931034484, -31791.0)
(71, 1.0671262741088867, -87822.87931034484, -31791.0)
(72, 1.0827693939208984, -87822.87931034484, -31791.0)
(73, 1.098268747329712, -87822.87931034484, -31791.0)
(74, 1.113762378692627, -87822.87931034484, -31791.0)
(75, 1.1302709579467773, -87822.87931034484, -31791.0)
(76, 1.1454293727874756, -87822.87931034484, -31791.0)
(77, 1.1602883338928223, -87822.87931034484, -31791.0)
(78, 1.1759941577911377, -87822.87931034484, -31791.0)
(79, 1.1916303634643555, -87822.87931034484, -31791.0)
(80, 1.2069165706634521, -87822.87931034484, -31791.0)
(81, 1.2230608463287354, -87822.87931034484, -31791.0)
(82, 1.239715337753296, -87822.87931034484, -31791.0)
(83, 1.2573001384735107, -87822.87931034484, -31791.0)
(84, 1.2728004455566406, -87822.87931034484, -31791.0)
(85, 1.2881295680999756, -87822.87931034484, -31791.0)
(86, 1.303514003753662, -87822.87931034484, -31791.0)
(87, 1.31947660446167, -87822.87931034484, -31791.0)
(88, 1.334531545639038, -87822.87931034484, -31791.0)
(89, 1.3507702350616455, -87822.87931034484, -31791.0)
(90, 1.3658616542816162, -87822.87931034484, -31791.0)
(91, 1.3819608688354492, -87822.87931034484, -31791.0)
(92, 1.3982412815093994, -87822.87931034484, -31791.0)
(93, 1.4144420623779297, -87822.87931034484, -31791.0)
(94, 1.4346938133239746, -87822.87931034484, -31791.0)
(95, 1.4512710571289062, -87822.87931034484, -31791.0)
(96, 1.468397617340088, -87822.87931034484, -31791.0)
(97, 1.4875829219818115, -87822.87931034484, -31791.0)
(98, 1.5056524276733398, -87822.87931034484, -31791.0)
(99, 1.5224428176879883, -87822.87931034484, -31791.0)
(100, 1.5382537841796875, -87822.87931034484, -31791.0)
(101, 1.5554604530334473, -87822.87931034484, -31791.0)
(102, 1.571751356124878, -87822.87931034484, -31791.0)
(103, 1.5885467529296875, -87822.87931034484, -31791.0)
(104, 1.6038849353790283, -87822.87931034484, -31791.0)
(105, 1.6209640502929688, -87822.87931034484, -31791.0)
(106, 1.6377313137054443, -87822.87931034484, -31791.0)
(107, 1.655167818069458, -87822.87931034484, -31791.0)
(108, 1.6725451946258545, -87822.87931034484, -31791.0)
(109, 1.6899361610412598, -87822.87931034484, -31791.0)
(110, 1.705639123916626, -87822.87931034484, -31791.0)
(111, 1.7235753536224365, -87822.87931034484, -31791.0)
(112, 1.7412121295928955, -87822.87931034484, -31791.0)
(113, 1.7605652809143066, -87822.87931034484, -31791.0)
(114, 1.7806828022003174, -87822.87931034484, -31791.0)
(115, 1.799799919128418, -87822.87931034484, -31791.0)
(116, 1.8178040981292725, -87822.87931034484, -31791.0)
(117, 1.8363852500915527, -87822.87931034484, -31791.0)
(118, 1.8555216789245605, -87822.87931034484, -31791.0)
(119, 1.8741743564605713, -87822.87931034484, -31791.0)
(120, 1.8929634094238281, -87822.87931034484, -31791.0)
(121, 1.9098773002624512, -87822.87931034484, -31791.0)
(122, 1.9272453784942627, -87822.87931034484, -31791.0)
(123, 1.9467618465423584, -87822.87931034484, -31791.0)
(124, 1.9651360511779785, -87822.87931034484, -31791.0)
(125, 1.9849212169647217, -87822.87931034484, -31791.0)
(126, 2.0038559436798096, -87822.87931034484, -31791.0)
(127, 2.0239155292510986, -87822.87931034484, -31791.0)
(128, 2.0440492630004883, -87822.87931034484, -31791.0)
(129, 2.063005208969116, -87822.87931034484, -31791.0)
(130, 2.0817525386810303, -87822.87931034484, -31791.0)
(131, 2.1010220050811768, -87822.87931034484, -31791.0)
(132, 2.1197519302368164, -87822.87931034484, -31791.0)
(133, 2.1393933296203613, -87822.87931034484, -31791.0)
(134, 2.158501625061035, -87822.87931034484, -31791.0)
(135, 2.178349018096924, -87822.87931034484, -31791.0)
(136, 2.197847604751587, -87822.87931034484, -31791.0)
(137, 2.217925786972046, -87822.87931034484, -31791.0)
(138, 2.2384424209594727, -87822.87931034484, -31791.0)
(139, 2.259410858154297, -87822.87931034484, -31791.0)
(140, 2.2800419330596924, -87822.87931034484, -31791.0)
(141, 2.300508737564087, -87822.87931034484, -31791.0)
(142, 2.3240296840667725, -87822.87931034484, -31791.0)
(143, 2.346270799636841, -87822.87931034484, -31791.0)
(144, 2.369413137435913, -87822.87931034484, -31791.0)
(145, 2.388397216796875, -87822.87931034484, -31791.0)
(146, 2.407316207885742, -87822.87931034484, -31791.0)
(147, 2.42726469039917, -87822.87931034484, -31791.0)
(148, 2.4467124938964844, -87822.87931034484, -31791.0)
(149, 2.466956853866577, -87822.87931034484, -31791.0)
(150, 2.4865190982818604, -87822.87931034484, -31791.0)
(151, 2.5035805702209473, -87822.87931034484, -31791.0)
(152, 2.522555351257324, -87822.87931034484, -31791.0)
(153, 2.5418267250061035, -87822.87931034484, -31791.0)
(154, 2.562495708465576, -87822.87931034484, -31791.0)
(155, 2.585280418395996, -87822.87931034484, -31791.0)
(156, 2.608140468597412, -87822.87931034484, -31791.0)
(157, 2.6265387535095215, -87822.87931034484, -31791.0)
(158, 2.6455042362213135, -87822.87931034484, -31791.0)
(159, 2.6653544902801514, -87822.87931034484, -31791.0)
(160, 2.684223175048828, -87822.87931034484, -31791.0)
(161, 2.7078652381896973, -87822.87931034484, -31791.0)
(162, 2.7310822010040283, -87822.87931034484, -31791.0)
(163, 2.751491069793701, -87822.87931034484, -31791.0)
(164, 2.7723429203033447, -87822.87931034484, -31791.0)
(165, 2.7918663024902344, -87822.87931034484, -31791.0)
(166, 2.812889337539673, -87822.87931034484, -31791.0)
(167, 2.8367042541503906, -87822.87931034484, -31791.0)
(168, 2.8598520755767822, -87822.87931034484, -31791.0)
(169, 2.882315158843994, -87822.87931034484, -31791.0)
