0U	20	50	2	1	-23839.91891891892	-23326.004146372277	-23326.0	0.7199728488922119	20	-23326.0	-23325.999999999996	-23326.00179237945	0.2743082046508789	0.11775922775268555	0.021327733993530273	1	1	1	0.25501251220703125	0.33742260932922363	0.021270275115966797	1.0	1121.0	1.0	-23326.0	-23326.0	-23326.00179237945	-23326.0	-23326.0	-23326.00179237945	0.0	0.0	0.0	
1W	20	50	2	1	-15859.166259168705	-15328.891859460584	-15328.88888888889	1.0539309978485107	24	-15404.0	-15327.999999999993	-15328.0	0.22348451614379883	0.1327509880065918	0.12804555892944336	1	1	1	1.8716108798980713	68.6610758304596	0.6197695732116699	2230.0	214890.0	2396.0	-15302.0	-15302.0	-15303.0	-15302.0	-15302.0	-15302.0	0.0	0.0	6.535093451836362e-05	
2S	20	50	2	1	-17258.26271186441	-16738.004716094536	-16738.0	0.6953153610229492	20	-16739.0	-16737.999999999996	-16738.0	0.16264057159423828	0.1011040210723877	0.03606581687927246	1	1	1	0.16394972801208496	0.3281569480895996	0.03603363037109375	1.0	826.0	1.0	-16739.0	-16738.0	-16738.0	-16738.0	-16738.0	-16738.0	5.97442944198829e-05	0.0	0.0	
0U	20	50	2	2	-19807.029806259314	-19280.00369077702	-19280.0	0.8585147857666016	22	-19284.0	-19279.999999999996	-19241.0	0.628690242767334	0.12084341049194336	0.17823266983032227	1	1	1	0.8616230487823486	50.75121021270752	0.16127824783325195	701.0	190295.0	1.0	-19241.0	-19241.0	-19241.0	-19241.0	-19241.0	-19240.99999998556	0.0	0.0	7.504359381195283e-13	
1W	20	50	2	2	-15028.429104477613	-14673.335417228522	-14673.333333333338	0.8716042041778564	22	-14736.0	-14673.0	-14666.0	0.279951810836792	0.12953853607177734	0.11926960945129395	1	1	1	1.5691466331481934	23.93912434577942	5.525390625	2045.0	95267.0	31793.0	-14596.0	-14596.0	-14596.000000015436	-14596.0	-14596.0	-14596.0	0.0	0.0	1.0575461824123143e-12	
2S	20	50	2	2	-15378.17021276596	-15135.581852816636	-15135.5	1.0337684154510498	22	-15152.0	-15134.999999999998	-15135.0	0.48468708992004395	0.13938450813293457	0.17566537857055664	1	1	1	1.8283870220184326	183.3031566143036	4.898258924484253	2720.0	1173345.0	23615.0	-15094.0	-15094.0	-15094.0	-15094.0	-15094.0	-15094.0	0.0	0.0	0.0	
0U	20	50	2	3	-22594.52083333334	-22231.04840704722	-22231.0	0.779982328414917	21	-22249.0	-22230.999999999996	-22230.999999999516	0.3982725143432617	0.1352686882019043	0.15476608276367188	1	0	1	0.65008544921875	600.0020065307617	3.943957567214966	838.0	2063361.0	21375.0	-22177.0	-22230.99999999999	-22176.0	-22176.0	-22176.0	-22176.0	4.5093795093795094e-05	0.002480158730158238	0.0	
1W	20	50	2	3	-16014.232698094285	-15434.666666666672	-15434.666666666666	0.6894779205322266	22	-15423.0	-15433.999999999996	-15434.0	0.3223876953125	0.19614720344543457	0.12272000312805176	1	1	1	0.3293929100036621	4.834870100021362	0.24618983268737793	21.0	8391.0	696.0	-15409.0	-15409.0	-15409.0	-15409.0	-15409.0	-15409.0	0.0	0.0	0.0	
2S	20	50	2	3	-16187.951526032322	-15953.21930041889	-15953.2125	0.6769506931304932	22	-15969.0	-15952.999999999996	-15953.0	0.22745251655578613	0.18952512741088867	0.10574817657470703	1	1	1	3.111585855484009	31.151074647903442	7.268651008605957	5425.0	198208.0	27097.0	-15898.0	-15898.0	-15897.999999850426	-15898.0	-15898.0	-15897.999999850426	0.0	0.0	0.0	
0U	20	50	2	4	-19204.307317073177	-18913.40185613026	-18913.4	0.6753334999084473	22	-18894.0	-18913.0	-18913.0	0.5353953838348389	0.10692644119262695	0.11373043060302734	1	1	1	0.5333914756774902	56.33161735534668	1.598339319229126	1.0	168993.0	5457.0	-18894.0	-18894.0	-18894.0	-18894.0	-18894.0	-18894.0	0.0	0.0	0.0	
