0U	10	100	10	1	0.08582639694213867	355	383	-42101.0	0.17566466331481934	1	0.16697144508361816	1.0	-42101.0	-42101.0	0.0	0.2543768882751465	0.6911382675170898	1.5213606357574463	2.980651617050171	5.444596767425537	9.14091157913208	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	1	1	1	1	1	1	0.6371562480926514	0.7136983871459961	0.5938794612884521	0.9034006595611572	1.0855963230133057	1.3330748081207275	1.0	1.0	1.0	1.0	1.0	1.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	-42101.0	0.0	0.0	0.0	0.0	0.0	0.0	
1W	10	100	10	1	0.08777618408203125	396	423	-28813.0	0.4142019748687744	1	0.4362611770629883	54.0	-28773.0	-28773.0	0.0	0.2586977481842041	0.7258155345916748	1.5719120502471924	3.0577709674835205	5.572669267654419	9.780922889709473	-28803.0	-28773.0	-28805.0	-28773.0	-28773.0	-28773.0	1	1	1	1	1	1	0.9785528182983398	1.3527991771697998	0.9086401462554932	1.3860135078430176	1.6631829738616943	1.8537075519561768	56.0	1.0	9.0	1.0	1.0	1.0	-28773.00000000979	-28773.0	-28773.0	-28773.0	-28773.0	-28773.0	-28772.999999942596	-28773.0	-28773.0	-28773.0	-28773.0	-28773.0	2.335295887363778e-12	0.0	0.0	0.0	0.0	0.0	
2S	10	100	10	1	0.07326650619506836	358	358	-30793.0	0.025463581085205078	1	0.02578115463256836	1.0	-30793.0	-30793.0	0.0	0.26795077323913574	0.7380404472351074	1.6127302646636963	3.1463019847869873	5.952284812927246	11.242199897766113	-30793.0	-30792.99999999975	-30793.0	-30793.000000000335	-30793.000000000106	-30792.999999999884	1	1	1	1	1	1	0.14694571495056152	0.26038336753845215	0.4040493965148926	0.667579174041748	1.0874311923980713	1.7028496265411377	1.0	1.0	1.0	1.0	1.0	1.0	-30793.0	-30792.99999999975	-30793.0	-30793.000000000335	-30793.000000000106	-30792.999999999884	-30793.0	-30792.99999999975	-30793.0	-30793.0	-30793.0	-30792.999999996802	0.0	0.0	0.0	1.0869160206944357e-14	3.4261483261020254e-15	1.0006715973133507e-13	
0U	10	100	10	2	0.05948042869567871	310	339	-37159.0	0.26948094367980957	1	0.2626457214355469	1.0	-37159.0	-37159.0	0.0	0.20760178565979004	0.5321288108825684	1.0687103271484375	2.058133840560913	3.78849196434021	7.115200757980347	-37158.99999997884	-37159.0	-37159.000000013184	-37158.99999919176	-37158.99999960928	-37158.999999368396	1	1	1	1	1	1	0.2315528392791748	0.31235218048095703	0.3428218364715576	0.504065990447998	0.7231626510620117	1.1159379482269287	1.0	1.0	1.0	1.0	1.0	1.0	-37158.99999997884	-37159.0	-37159.000000013184	-37158.99999919176	-37158.99999960928	-37158.999999368396	-37158.99999997884	-37158.99999983904	-37158.999999348875	-37158.99999919176	-37158.99999960928	-37158.999999368396	0.0	4.331621796648537e-12	1.7877485457138664e-11	0.0	0.0	0.0	
1W	10	100	10	2	0.06849145889282227	339	341	-28524.0	0.1119990348815918	1	0.10695719718933105	1.0	-28524.0	-28524.0	0.0	0.25185132026672363	0.6784090995788574	1.4581973552703857	2.8406710624694824	5.437132835388184	10.173655986785889	-28524.000000041462	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	1	1	1	1	1	1	0.35015368461608887	0.478471040725708	0.4741706848144531	0.7419028282165527	1.1012766361236572	1.5012524127960205	1.0	1.0	1.0	1.0	1.0	1.0	-28524.000000041462	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	-28524.0	1.4535845065356981e-12	0.0	0.0	0.0	0.0	0.0	
2S	10	100	10	2	0.07841992378234863	319	363	-35208.0	0.28787875175476074	1	1.3370599746704102	2056.0	-35194.0	-35194.0	0.0	0.2509760856628418	0.6849091053009033	1.5648586750030518	3.283445119857788	6.523835897445679	11.704862594604492	-35208.0	-35197.0	-35196.0	-35197.0	-35194.0	-35193.99999999989	1	1	1	1	1	1	1.4615850448608398	2.245612859725952	1.1227920055389404	1.1297290325164795	1.7650151252746582	2.93731689453125	1292.0	1.0	1.0	1.0	1.0	1.0	-35194.0	-35197.0	-35196.0	-35197.0	-35194.0	-35193.99999999989	-35194.0	-35194.0	-35194.0	-35194.0	-35194.0	-35193.999999997846	0.0	8.524180257998522e-05	5.6827868386656816e-05	8.524180257998522e-05	0.0	5.80935412168457e-14	
0U	10	100	10	3	0.08769679069519043	403	438	-42772.999999990396	0.09370660781860352	1	0.09039473533630371	1.0	-42772.999999990396	-42772.999999990396	0.0	0.2637598514556885	0.7381701469421387	1.6530146598815918	3.243478536605835	5.8618292808532715	10.275778532028198	-42773.00000013258	-42772.99999917913	-42772.99999917074	-42772.99999959473	-42772.99999911804	-42772.99999901715	1	1	1	1	1	1	0.5767571926116943	0.7478137016296387	0.48395586013793945	0.7167079448699951	1.0753414630889893	1.4379425048828125	1.0	1.0	1.0	1.0	1.0	1.0	-42773.00000013258	-42772.99999917913	-42772.99999917074	-42772.99999959473	-42772.99999911804	-42772.99999901715	-42773.00000013258	-42772.99999917913	-42772.99999917074	-42772.99999959473	-42772.99999911804	-42772.99999901715	0.0	0.0	0.0	0.0	0.0	0.0	
1W	10	100	10	3	0.07889556884765625	345	381	-29397.0	0.2906980514526367	1	0.2789297103881836	1.0	-29397.0	-29396.0	3.401823377330249e-05	0.24669265747070312	0.6749885082244873	1.5007240772247314	2.965726375579834	5.646090269088745	9.874423265457153	-29398.0	-29398.0	-29396.00000000002	-29398.0	-29396.00000000009	-29395.99999999926	1	1	1	1	1	1	0.8103182315826416	0.8003993034362793	0.6706652641296387	0.9940249919891357	1.3286728858947754	1.7869064807891846	1.0	1.0	1.0	1.0	1.0	1.0	-29398.0	-29398.0	-29396.00000000002	-29398.0	-29396.00000000009	-29395.99999999926	-29396.0	-29396.0	-29396.0	-29396.0	-29395.999999996413	-29395.99999999926	6.803646754660499e-05	6.803646754660499e-05	0.0	6.803646754660499e-05	1.251189472707229e-13	0.0	
2S	10	100	10	3	0.07419896125793457	323	350	-32218.0	0.23478317260742188	1	0.48796534538269043	362.0	-32218.0	-32218.0	0.0	0.25274658203125	0.6896438598632812	1.5140645503997803	3.043613910675049	6.101141929626465	11.651198387145996	-32218.0	-32217.99999933907	-32217.999999440326	-32217.999999257554	-32218.000000012344	-32217.999999621563	1	1	1	1	1	1	1.2925612926483154	0.5734128952026367	0.37378764152526855	0.687352180480957	1.109490156173706	1.7615234851837158	121.0	1.0	1.0	1.0	1.0	1.0	-32217.999999993946	-32217.99999933907	-32217.999999440326	-32217.999999257554	-32218.000000012344	-32217.999999621563	-32217.999999993946	-32217.99999933907	-32217.999999440326	-32217.999999257554	-32217.999999615648	-32217.999999621563	0.0	0.0	0.0	0.0	1.2312872402583467e-11	0.0	
0U	10	100	10	4	0.06906771659851074	370	385	-33610.0	0.09735441207885742	1	0.0950009822845459	1.0	-33610.0	-33610.0	0.0	0.23172736167907715	0.5947363376617432	1.2273666858673096	2.2541720867156982	4.004010915756226	7.198456287384033	-33610.0	-33609.999999538675	-33609.99999897589	-33609.999999671236	-33609.99999948864	-33489.000000097476	1	1	1	1	1	1	0.18820714950561523	0.2071690559387207	0.31272435188293457	0.44841670989990234	0.7106413841247559	1.0357978343963623	1.0	1.0	1.0	1.0	1.0	1.0	-33610.0	-33609.999999538675	-33609.99999897589	-33609.999999671236	-33609.99999948864	-33489.000000097476	-33609.99999984125	-33609.999999538675	-33609.99999897589	-33609.999999671236	-33609.99999948864	-33488.99999957985	4.723202714281576e-12	0.0	0.0	0.0	0.0	1.5456602962009357e-11	
