0U	30	300	25	1	55.000590801239014	55.06667423248291	0.8493196964263916	79.8491907119751	464.27278447151184	0	6994.0	0.002157991651321874	-120278.0	-120019.0	
1W	30	300	25	1	116.36435294151306	116.4464259147644	0.8601298332214355	87.47989273071289	395.31632137298584	0	2573.0	0.005062179037976802	-96095.0	-95611.0	
2S	30	300	25	1	92.9629693031311	93.05500388145447	0.6997847557067871	84.08951306343079	422.163125038147	0	5655.0	0.0004271085033059742	-100623.95900037102	-100581.0	
0U	30	300	25	2	79.17212247848511	79.2748372554779	0.8192944526672363	86.76198768615723	433.1662755012512	0	5119.0	0.0014812404746819185	-116967.0	-116794.0	
1W	30	300	25	2	113.97803926467896	114.06906771659851	0.8167705535888672	89.47922086715698	395.6442515850067	0	2453.0	0.005011154213875183	-91453.0	-90997.0	
2S	30	300	25	2	57.1146194934845	57.39022612571716	0.6466612815856934	71.49851822853088	98.72983694076538	1	456.0	0.0	-98946.0	-98946.0	
0U	30	300	25	3	56.479259729385376	56.55347943305969	0.7171981334686279	80.32881617546082	462.40821647644043	0	6499.0	0.001857533792188407	-120814.0	-120590.0	
1W	30	300	25	3	119.75734353065491	119.85148549079895	0.7376494407653809	86.7872166633606	392.63503670692444	0	2883.0	0.0023589457656923505	-93482.0	-93262.0	
2S	30	300	25	3	104.28044772148132	104.3483190536499	0.6886241436004639	87.33972001075745	374.68507075309753	1	4019.0	6.166609842833325e-05	-95871.91168219193	-95866.0	
0U	30	300	25	4	72.6657247543335	72.73650074005127	0.8364157676696777	82.46527004241943	443.9689431190491	0	5094.0	0.0028080742308318413	-123205.0	-122860.0	
1W	30	300	25	4	162.4974982738495	162.56873726844788	0.7566430568695068	98.14227437973022	338.56253957748413	0	1092.0	0.0032664091842488853	-94294.0	-93987.0	
2S	30	300	25	4	111.44702458381653	111.54009175300598	0.7694087028503418	85.46549963951111	402.31122183799744	0	2535.0	0.0027470021185366893	-98924.0	-98653.0	
0U	30	300	25	5	106.64078974723816	106.71158528327942	0.8828186988830566	81.66959571838379	410.74683260917664	0	3963.0	0.004397406275620482	-121284.0	-120753.0	
1W	30	300	25	5	70.78343176841736	70.85183238983154	0.6884570121765137	80.82525634765625	447.6399359703064	0	6159.0	0.0004430811179277437	-88059.0	-88020.0	
2S	30	300	25	5	107.12821865081787	107.19931125640869	0.7256174087524414	90.77643156051636	401.5182113647461	0	2514.0	0.002754353998050765	-94656.0	-94396.0	
0U	30	300	25	6	58.95088529586792	59.020390033721924	0.7775952816009521	77.92477917671204	462.38781476020813	0	4977.0	0.0031608416869863634	-122188.0	-121803.0	
1W	30	300	25	6	170.09162640571594	170.16483974456787	0.8270821571350098	94.1146309375763	334.91412568092346	0	1078.0	0.007777174896002894	-94724.0	-93993.0	
2S	30	300	25	6	104.91384029388428	104.98802590370178	0.7372169494628906	90.95689845085144	403.3276104927063	0	3689.0	0.0014026437709865262	-94240.0	-94108.0	
0U	30	300	25	7	61.13283658027649	61.21615266799927	0.721898078918457	82.27359890937805	455.8181345462799	0	4981.0	0.0005138575757340448	-120718.0	-120656.00000034206	
1W	30	300	25	7	97.98715496063232	98.06227135658264	0.7609341144561768	89.31050658226013	411.8743085861206	0	2661.0	0.002562201281730339	-90376.97219674286	-90146.0	
2S	30	300	25	7	117.76480913162231	117.85879039764404	0.7578215599060059	97.88031840324402	383.53549456596375	0	1363.0	0.0030128642802180533	-92549.0	-92271.0	
0U	30	300	25	8	77.00767874717712	77.09971690177917	0.7938652038574219	81.8954336643219	440.2189085483551	0	4045.0	0.0033931289139492527	-120651.0	-120243.0	
1W	30	300	25	8	149.65673995018005	149.72673082351685	0.7720751762390137	88.05638861656189	361.4745798110962	0	1271.0	0.004622479736710371	-94323.0	-93889.0	
2S	30	300	25	8	113.06335377693176	113.1745617389679	0.6881008148193359	94.49516749382019	391.6488444805145	0	1580.0	0.0019445028379230607	-95325.0	-95140.0	
0U	30	300	25	9	67.497403383255	67.56959390640259	0.7647604942321777	84.32783389091492	447.343031167984	0	5031.0	0.0009549377488693898	-111108.0	-111002.0	
1W	30	300	25	9	140.80967617034912	140.92029404640198	0.7593622207641602	97.5955228805542	360.74220871925354	0	1284.0	0.00484981732354748	-93237.0	-92787.0	
2S	30	300	25	9	109.39398455619812	109.48622727394104	0.760770320892334	96.12283205986023	393.68731021881104	0	1203.0	0.0022735455995061982	-97426.0	-97205.0	
0U	30	300	25	10	73.45517826080322	73.54482769966125	0.7998826503753662	84.25846076011658	441.403626203537	0	4817.0	0.003372139410148595	-124970.0	-124550.00003634344	
1W	30	300	25	10	167.9557445049286	168.02780604362488	0.8580498695373535	99.21833777427673	332.0152244567871	0	1191.0	0.006442950113157695	-92944.0	-92349.0	
2S	30	300	25	10	74.10496926307678	74.18604516983032	0.662266731262207	83.28945636749268	441.92095160484314	0	4160.0	0.0011286454239474374	-99346.0	-99234.0	
