0U	20	50	2	1	None	-23839.91891891892	-23326.0	-23326.005527573685	-23326.0	-23326.0	0.7588069438934326	0.12278628349304199	0.12654733657836914	0.0005719661712646484	0.015009403228759766	0.2643430233001709	0.12335824966430664	0.0	0.0	0.0	1	1	1	
0U	20	50	2	2	0	-19807.029806259314	-19284.0	-19280.00267525337	-19264.0	-19241.0	0.9036524295806885	0.9121158123016357	0.10880327224731445	0.15495967864990234	0.05904984474182129	1.0799689292907715	1.067075490951538	0.0011953640663167195	0.0	0.0	0	1	1	
0U	20	50	2	3	None	-22594.52083333334	-22249.0	-22231.03893816833	-22176.0	-22176.0	0.9112727642059326	0.8623554706573486	0.12161707878112793	0.0004153251647949219	0.5926854610443115	1.576658010482788	0.8627707958221436	0.0	0.0	0.0	1	1	1	
0U	20	50	2	4	None	-19204.307317073177	-18894.0	-18913.40181406337	-18894.0	-18894.0	0.8944559097290039	0.4632272720336914	0.12562775611877441	0.0004937648773193359	0.09589505195617676	0.6847500801086426	0.46372103691101074	0.0	0.0	5.292685508627077e-05	1	1	1	
0U	20	50	2	5	None	-21515.14112903226	-20982.0	-20982.00570107029	-20983.0	-20982.0	0.7920737266540527	0.19192862510681152	0.11989712715148926	0.0004222393035888672	0.014160394668579102	0.3259861469268799	0.1923508644104004	4.76598989610142e-05	4.76598989610142e-05	0.0	1	1	1	
0U	20	50	2	6	0	-21272.52733900365	-20996.0	-20986.003114743766	-20992.0	-20962.0	0.7614519596099854	0.7902102470397949	0.11906814575195312	0.009138822555541992	0.05494093894958496	0.964219331741333	0.7993490695953369	0.0014311611487453487	0.0	0.0	0	1	1	
0U	20	50	2	7	0	-19620.685796269725	-19484.0	-19473.23282244534	-19478.0	-19404.0	0.900148868560791	0.9089903831481934	0.11500144004821777	19.10642409324646	28.836661100387573	29.860652923583984	20.015414476394653	0.003813646670789528	0.0	0.0	0	1	1	
0U	20	50	2	8	0	-17884.0	-17757.0	-17739.377039735835	-17714.0	-17580.0	0.723883867263794	0.7325146198272705	0.10557079315185547	2.962425470352173	6.901576995849609	7.739662408828735	3.6949400901794434	0.007622298065984073	0.0	0.0	0	1	1	
0U	20	50	2	9	None	-19265.2955465587	-19035.0	-19041.146376333734	-18945.0	-18945.0	0.9549055099487305	0.9227557182312012	0.12831521034240723	0.0003650188446044922	0.6484675407409668	1.6995384693145752	0.9231207370758057	0.0	0.0	0.0	1	1	1	
0U	20	50	2	10	None	-19688.515513126495	-19456.0	-19428.10729033212	-19377.0	-19377.0	0.8585495948791504	0.8501653671264648	0.12267208099365234	0.0003688335418701172	0.4364471435546875	1.4092845916748047	0.850534200668335	0.0	0.0	0.0	1	1	1	
1W	20	50	2	1	None	-15859.166259168705	-15404.0	-15328.89185946356	-15302.0	-15302.0	0.9919812679290771	0.5225765705108643	0.10842514038085938	0.0003612041473388672	0.1503915786743164	0.78139328956604	0.5229377746582031	0.0	0.0	0.0	1	1	1	
1W	20	50	2	2	1	-15028.429104477613	-14736.0	-14673.33541722852	-14673.0	-14596.0	0.8141341209411621	0.82234787940979	0.11475658416748047	1.0703117847442627	0.52713942527771	1.4642438888549805	1.8926596641540527	0.005275417922718553	0.0	0.0	0	1	1	
1W	20	50	2	3	None	-16014.232698094285	-15423.0	-15434.671654459322	-15409.0	-15409.0	0.91921067237854	0.3291141986846924	0.11393928527832031	0.00036072731018066406	0.20044732093811035	0.643500804901123	0.32947492599487305	0.0	0.0	0.0	1	1	1	
1W	20	50	2	4	1	-13704.500000000002	-13608.0	-13591.429849076923	-13605.0	-13524.0	1.0536470413208008	1.0645289421081543	0.11932659149169922	16.08580231666565	9.368977785110474	10.552833318710327	17.150331258773804	0.005989352262644188	7.391529307413703e-05	0.0	0	1	1	
1W	20	50	2	5	0	-15017.57223796034	-14840.0	-14822.569118433163	-14805.0	-14767.0	0.9723396301269531	0.9807522296905518	0.11394453048706055	1.4122979640960693	5.662170886993408	6.7568676471710205	2.393050193786621	0.002573305342994515	0.0	0.0	0	1	1	
1W	20	50	2	6	1	-15920.272727272728	-15724.0	-15699.908391182837	-15701.0	-15571.0	0.8106842041015625	0.8194546699523926	0.11761951446533203	10.903817176818848	7.1200315952301025	8.057105779647827	11.72327184677124	0.008348853638173528	0.0	4.770529310632534e-10	0	1	1	
1W	20	50	2	7	0	-14980.037288135592	-14492.0	-14490.718499417831	-14503.0	-14463.0	0.7662217617034912	0.774594783782959	0.11705851554870605	0.8971042633056641	1.9007585048675537	2.7924118041992188	1.671699047088623	0.002765677936804259	0.0	5.3755096628816685e-12	0	1	1	
1W	20	50	2	8	0	-14375.289910600251	-14266.0	-14265.65716556307	-14260.0	-14231.0	1.0375394821166992	1.0466513633728027	0.11140632629394531	3.4683830738067627	10.325201511383057	11.483259201049805	4.515034437179565	0.0020378047923547186	0.0	0.0	0	1	1	
1W	20	50	2	9	0	-14497.948004836762	-14088.0	-14050.585286618587	-14064.0	-14000.0	0.7247180938720703	0.7328698635101318	0.11638760566711426	0.8307278156280518	4.140408754348755	4.989666223526001	1.5635976791381836	0.004571428571428572	0.0	3.2792013526854613e-09	0	1	1	
1W	20	50	2	10	0	-15420.525641025642	-15162.0	-15150.018631934063	-15159.993419717346	-15114.0	0.7353322505950928	0.7437374591827393	0.11781024932861328	3.386648178100586	6.3489203453063965	7.210468053817749	4.130385637283325	0.0030431004179797615	0.0	0.0	0	1	1	
2S	20	50	2	1	None	-17258.26271186441	-16739.0	-16738.00471609559	-16738.0	-16738.0	0.5595493316650391	0.12825918197631836	0.11766552925109863	0.0004639625549316406	0.011633872985839844	0.25755858421325684	0.12872314453125	0.0	0.0	0.0	1	1	1	
2S	20	50	2	2	0	-15378.17021276596	-15152.0	-15135.581852598883	-15121.0	-15094.0	0.9992337226867676	1.0284757614135742	0.12140607833862305	0.8533964157104492	1.3917739391326904	2.5416557788848877	1.8818721771240234	0.001788790247780575	0.0	0.0	0	1	1	
2S	20	50	2	3	0	-16187.951526032322	-15969.0	-15953.246856228334	-15952.0	-15880.0	0.8544971942901611	0.8650403022766113	0.12004637718200684	2.137033224105835	5.506808042526245	6.491894721984863	3.0020735263824463	0.004534005037783375	0.0	0.0	0	1	1	
2S	20	50	2	4	None	-17865.81130063966	-17414.0	-17399.012071900408	-17368.0	-17368.0	0.974754810333252	0.7146971225738525	0.11525249481201172	0.00035309791564941406	0.484358549118042	1.3143081665039062	0.715050220489502	0.0	0.0	0.0	1	1	1	
2S	20	50	2	5	1	-17439.845794392524	-17132.0	-17110.020317469432	-17108.982998030646	-17045.0	1.0547723770141602	1.0629727840423584	0.12246441841125488	5.5421271324157715	2.2565054893493652	3.4419426918029785	6.60509991645813	0.0037537693183130436	0.0	0.0	0	1	1	
2S	20	50	2	6	None	-17343.945220193338	-17148.0	-17111.335545642865	-17095.0	-17095.0	0.873755693435669	0.6555142402648926	0.12247204780578613	0.0003712177276611328	0.220383882522583	0.9983701705932617	0.6558854579925537	0.0	0.0	0.0	1	1	1	
2S	20	50	2	7	None	-17244.67561983471	-16898.0	-16906.212592835112	-16898.0	-16898.0	0.7638041973114014	0.627042293548584	0.11660552024841309	0.0003523826599121094	0.10019135475158691	0.843839168548584	0.6273946762084961	0.0	0.0	5.917860101787194e-05	1	1	1	
2S	20	50	2	8	None	-17562.956521739132	-17209.0	-17207.687384241013	-17194.0	-17194.0	0.7131240367889404	0.3007376194000244	0.11968326568603516	0.00036644935607910156	0.15947294235229492	0.5798938274383545	0.3011040687561035	0.0	0.0	0.0	1	1	1	
2S	20	50	2	9	None	-16458.2579582876	-16082.0	-16091.57260662671	-16066.0	-16066.0	0.6095776557922363	0.45914530754089355	0.11336803436279297	0.0005016326904296875	0.48850202560424805	1.0610153675079346	0.45964694023132324	0.0	0.0	0.0	1	1	1	
2S	20	50	2	10	0	-18102.39777327935	-17690.0	-17674.003206522473	-17658.0	-17615.0	0.7903056144714355	0.7985498905181885	0.11937952041625977	0.28542208671569824	1.1090428829193115	2.0269722938537598	1.0839719772338867	0.002441101334090264	0.0	0.0	0	1	1	
